author_name,rating,text
David D,1,You managed to destroy what was a decent gym with a lot of equipment. It got transformed into a walking area with machines for old people and empty space. Embarrassing!
Mikhail Nikitin,4,Still no soap in the shower. And the pins for hanging up the towels are almost all broken.
Anna Maria Kyritsaki,3,"It is an okay gym, some of the equipment are not working (like some of the treadmills), it has a decent variety of machines, there is some (limited) space for free weights and it does *not* offer classes.

Stuff is friendly, options of memberships are very limited. For example, you can't work out without starting a binding contract that states that when you stop the membership you'll have to pay the current + the next month. That's pretty strange as in another branch I could just pay for a week of use without any strings attached.

Other than that, you can surely do your workout here but it doesn't compare to other more central/maybe more expensive gyms."
Jakob Guldberg Aaes,3,"Well it's there, pretty messy and the equipment has seen better days"
Ruman Mohammed (rumii),5,"Best every, the location is perfect."
Marian Andrei Iurcan XPREX,5,Great
Avni Hasani,2,"Okay gym, but lacking in many areas. Puregym on nørre voldgade fredericia has a lack of old and defective machines, a lack of cleaning and hand soap and the machine for all in is never filled. It is not acceptable with the 399 it costs for my type of abb"
Kristoff Green,4,Good place with proper equipment but horrible ventilation 😅 not good for summer 😅 but you can get to see nice views
Bence Nagy,4,"It's okay, has its variety but could use 1-2 more machines"
Oliver Bastholm,4,"Big with most facilities, but almost always very crowded."
Hicham JOHRA,5,Amazing place !!!
Mia Wulff,2,"Don't spend time or effort giving them constructive criticism even if they ask for clarification on the bad review of the center in their app because they are not willing to improve anything even though they claim they will do everything to improve. They just want to use long emails to basically say ""That's just how it is""... Not one of them I would train in permanently as they are pretty bad machines compared to other centers... There are others in Aalborg that are far better.."
Dimitar Bikov,1,Ever since it became Pure gym they removed all the hand sanitizer. Disgusting place
YZ L,5,"Best gym in Aalborg city center!!! I have been training in this gym 5 times per week since 2015. Compare to other fitness world gym in Aalborg city center, this one is THE BEST. Always clean everywhere - machines, bathrooms, and even the training mat! Offers a lot of equipments, and many different training classes you can choose."
Gustas Jucaitis,4,"Nice place, but can be quite crowded at times leading to extended waiting for the machine that you wish to use. The equipment itself is all good though."
Christian Segg,3,"Small for all the machines they’ve put in there. Smell of sweat due to bad AC.
Friendly staff though, and clean facilities.
Can be very crowded during holidays and weekends."
Frii,5,"Amazing gym, and most lovely staff ever!"
Carlo Bronold,4,"Have been coming here for 4-5 years. All around good gym, isn’t ever too packed, has a good amount of specifically the machines/equipment that is in high demand such as squat racks, benches, pulldown machines etc. but no fancy stuff, only “essential” standard equipment. Prices are also good for beginners but I think a little high if you’ve been training here for a while and there are no beginner benefits left."
Inna Bortnik,1,Don’t like it at all. People who work there is never there.
Gary Decsei,5,"Been a memeber for 6 years. Great gym with a large space, not fully packed with all sorts of machines, but there are still enough machines. Really love it. The music is quiet too, though it could be a bit lowered on Sundays. Still, a great palce, love coming here :)"
P Gh,1,"Despite having good machines and lovely physical space, the staff and customer service is unappealing. If you dont speak Danish, it is probable to get overcharged by mistake because some of the staff are not well-trained with the system besides having language barrier. I paid fee for extra months while my membership was supposedly on pause. They sent me bills without even sending me a notification about reactivation beforehand. At the end of the complicated way through the customer service, the result was: ""I understand you but sorry we cant do anything, you have to pay the money"". Yeah, this is sad to pay fee for months when you could have attended the gym but you were unaware.
That was by far my poorest experience of customer service in Denmark."
Yana Maksimova,4,"I train there. Not long ago they changed their machines which seem to be with less quality than the older ones.
If you want to train after work be aware that the place can be crowded. It is on convenient spot but due to that it can be also hard to finish your training on time.
It is clean and you can always clean the machines before and after usage."
