,ID_x,text,annotator,Not Determined,Equipment,Staff,Hygiene,Location,first_11,person,type,rating,first_7,ID_y
215,51,"Nice clean, sweet staff and good atmosphere",344f1158-Bogdan.csv,1.0,,1.0,1.0,,"nice clean,",Bogdan,Dejlig rent,5.0,nice cl,57.0
216,54,"I've been trying to work out in PureGym Vejlevej, Fredericia. My card has been jammed due to a situation that happened 3 days ago. I could understand on the manager who was working today (26/10/23 at 13.30) that the head office has decided to banish me for 2 years for threats which is the lie. Furthermore, the manager said that there is no sound on the surveillance but that I have threatened one of the members The right version is that I was pushed and threatened by a member who is clearly on steroids in PureGym. He was pushing me away and threatened me violently. The police came and questioned us both. The police closed the case (for 3 days ago 23/10/23 and did not want to look at the monitoring and assessed that he was not allowed to use both machines at the same time. But according to this manager's the head office will want to make a decision anyway. The police closed the case (for 3 days ago 23/10/23 and would not look at the monitoring and decided that there was no push on the threat or like. But the video. But, according to this case, the manager's got to the head manager's guy's guy's guy wants to run a guy's guy's quite want to make a decision anyway quite a decision. I made a decision. I made a decision. I made a decision. I have made a decision on the case.",344f1158-Bogdan.csv,-1.0,,-1.0,,,i've been t,Bogdan,Udsat for vold i PureGym men er blevet bandlyst ???,1.0,i've be,60.0
217,64,"Go mood, friendly staff, and cleaning tiptop",344f1158-Bogdan.csv,1.0,,1.0,1.0,,"go mood, fr",Bogdan,Go stemning,5.0,go mood,74.0
218,70,"Once again, PureGym proves to me how little their members mean. I meet in this morning to train. There are two women in the bike room who have really loud music, I go in and nicely ask if they won't turn down, where one of them breaks out that it's only for an hour and that they should be allowed to be here, I explain that the same thing applies to me and she just keeps repeating itself, so I just go out again. Later I get an email with a warning because of my inappropriate advice and then find out that one of the two women was a director. I don't get the opportunity to defend myself and tell my side and try to send a complaint to the member service, but also gets rejected and get a short answer to keep the warning. It's pure principle for me and it's so unfair, I've been a member for 10 years + and always behaved properly. To be treated like this after all ",344f1158-Bogdan.csv,-1.0,,-1.0,,,"once again,",Bogdan,Urimelig behandling,1.0,once ag,80.0
219,71,Cosy center and talented instructors.Bike instructors are always well prepared.,344f1158-Bogdan.csv,1.0,,1.0,,,cosy center,Bogdan,Hyggeligt center og dygtige…,5.0,cosy ce,81.0
220,72,"It's a nice place to come🙂, and there's the training equipment you need",344f1158-Bogdan.csv,1.0,1.0,,,,it's a nice,Bogdan,Det er et dejligt sted at komme🙂,5.0,it's a ,82.0
221,75,"One of the best centres I've visited, it's big, tidy, clean, and there's the tools that need to be.",344f1158-Bogdan.csv,1.0,1.0,,1.0,,one of the ,Bogdan,Et af de bedste centre jeg har besøgt,5.0,one of ,85.0
222,77,Always high standard with cleaning and staff with accommodating,344f1158-Bogdan.csv,1.0,,1.0,1.0,,always high,Bogdan,Altid høj standard med rengøring og…,5.0,always ,87.0
223,78,Good reception at reception and easy to get started again,344f1158-Bogdan.csv,1.0,,1.0,,,good recept,Bogdan,God modtagelse i receptionen og nemt at…,5.0,good re,88.0
224,81,Super atmosphere,344f1158-Bogdan.csv,1.0,,,,,super atmos,Bogdan,Skønt sted 😊,5.0,super a,91.0
225,87,The center usually works well but within the last 3 weeks there have been errors on several machines - including leg pressure,344f1158-Bogdan.csv,0.0,,,,,the center ,Bogdan,Flere maskiner har ikke virket i flere uger,3.0,the cen,98.0
226,96,"Although atmosphere, helpful and turning staff. Many team options and nice atmosphere and indoor climate",344f1158-Bogdan.csv,1.0,1.0,1.0,,,although at,Bogdan,Skønt stemning,5.0,althoug,107.0
227,97,Nice to come Puregym always smile staff and helpful,344f1158-Bogdan.csv,1.0,,1.0,,,nice to com,Bogdan,Dejligt at komme Puregym altid smilen…,5.0,nice to,108.0
228,98,"I am generally happy with SATS, especially after having better opening hours. Sweet employees and usually good atmosphere on the ""floor."" However, there are some things that could be improved, including faster repair times of defective machines. 2-3 weeks is not all right, but unfortunately often a reality. Besides, you rarely see receptionists more, as these have apparently been given other tasks such as cleaning and cleaning up. I have also seen people go straight into my regular centre several times, without checking in, so unfortunately I also suspect cheating due to the often lack of reception staff. On the wish list is a SATS center in Hillerød:-) Otherwise I am perfectly satisfied with the 2 centres (BLOX and ABC) which I use primarily",344f1158-Bogdan.csv,0.0,1.0,1.0,,-1.0,i am genera,Bogdan,Godt tilfreds,4.0,i am ge,109.0
229,110,"It seems that SATS only focuses on the large centres, for example in inner Copenhagen. I train among others in Vallensbæk. I have trained on the team with functional training for more than 5 years - the director is great. Now the team is closed with the reason that there are not enough participants on the team. No, there are no waiting lists on the team, debt offers quality and social cohesion. That's exactly what the smaller centres can offer, but it's obviously not a factor in SATS unfortunately.",344f1158-Bogdan.csv,-1.0,,,,,it seems th,Bogdan,Vallensbæk holdtræning,1.0,it seem,121.0
230,112,"I work out in SATS in Nærum and after Thomas has started I've been working out there for 6 years, where the managers have changed out several times. BUT now it's under control. Thomas is present and attentive, the staff is the same and you always get a fresh remark when you come to the training.Here is clean and neat and manage everything. A super feel every time I work out and it's at least 5 times a week •MvhMona •",344f1158-Bogdan.csv,1.0,,1.0,1.0,,i work out ,Bogdan,Jeg træner i SATS i Nærum og efter…,5.0,i work ,123.0
231,114,"Really delicious machines, good teams, cute employees, value for money, but there could be a need for some extra cleaning in the lady dress in general. Perhaps this is because most men are employed, which therefore does not access the dressing room just as much? But overall it is Nice",344f1158-Bogdan.csv,0.0,,1.0,-1.0,,really deli,Bogdan,Love sats,4.0,really ,125.0
232,121,"Arriving on SATS Glostrup. Now 1/3 of the spinning bikes have not been operational for six months, and the rest have not been maintained. If it wasn't for the instructors then I would have stopped my membership.",344f1158-Bogdan.csv,0.0,-1.0,1.0,,,arriving on,Bogdan,Manglende reparationer og vedligeholdelse af materieleriel,1.0,arrivin,133.0
233,129,"(The review is written after 8 visits to the center over period of two months. In addition, I have a roommate who uses the center considerably more often, who has the same experience) There is a lack of general management of the center, otherwise it wouldn't be so bad... There is a lack of consistent hand alcohol in half of dispensations. - All toilets are grossly disgusting. It looks like no toilets are checked more than 2-3 times a day, which is absurd when you think of the amount of people who use the center daily. Staff should go a round every hour in peak hours, but move rarely from the counter, even when there are more at work. In addition, the toilets smell like a lack of basic cleaning (other than emptying the trash can and cleaning mirror) - no water vending machines, which means that you are forced into disgusting toilets to fill your small water bottle. - Several cabinets in the men's dressing room do not work, which means that it can be difficult to find a closet in any way.",344f1158-Bogdan.csv,-1.0,,-1.0,-1.0,,(the review,Bogdan,Mangler ledelse i SATS Fields...,1.0,(the re,143.0
234,132,"SATS Glostrup's sauna is always broken, 2-3 times a month it's broken. The cold shower hasn't worked for 2 months either. Find another center!!",344f1158-Bogdan.csv,-1.0,-1.0,,-1.0,,sats glostr,Bogdan,SATS Glostrup's sauna er altid i…,1.0,sats gl,146.0
235,134,"SATS Glostrup's sauna is always broken, 2-3 times a month it is broken. The cold shower hasn't worked for 2 months either. Find another center where these things might work otherwise find another provider of fitness.",344f1158-Bogdan.csv,-1.0,-1.0,,-1.0,,sats glostr,Bogdan,Sauna altid i stykker,1.0,sats gl,148.0
236,139,"Keeping an eye on your bills - SATS likes to add extra payments without informing you about it.Your systems are in such a poor condition that they remove campaign benefits. In my case, it gave an extra bill on a month's subscription. Furthermore, they provide in the centers a wrong guide when it comes to setting up payment methods. If you sign up after 14th of the month, you must add payment methods to the center so that they can use the chosen method for the coming month. I was told in the center that I should just have done it before the next 14.Your payment department by phone is fairly cold and indifferent to their centers providing incorrect information upon registration. As well as that their systems impose extra payment without it being written anywhere.All in all this is not a business that I personally would trust. They cheat their customers and disbelieve all responsibility.",344f1158-Bogdan.csv,-1.0,,-1.0,,,keeping an ,Bogdan,Hold øje med dine regninger fra SATS,1.0,keeping,154.0
237,140,Have of 2 laps experienced that they withdraw money even though I have put my subscriber on hold,344f1158-Bogdan.csv,-1.0,,-1.0,,,have of 2 l,Bogdan,Har af 2 omgange oplevet at de trækker…,1.0,have of,155.0
238,141,I'm impressed by our bike instructor Per Bille he is superbly skilled and can draw full house.Pump.Dangerous to let a not finished pump instructor teach. It happens on Mondays where non-trained instructor teaches.I get worried.negative due to cleaning and bathing conditions. Unfortunately.,344f1158-Bogdan.csv,0.0,,1.0,-1.0,,i'm impress,Bogdan,stærke cykeltimer tirsdag og torsdag :-),2.0,i'm imp,156.0
239,142,"I enjoy being on Pernille's yoga team, just as I enjoy training alone.",344f1158-Bogdan.csv,1.0,,1.0,,,i enjoy bei,Bogdan,Jeg nyder at være på Pernilles yogahold…,5.0,i enjoy,157.0
240,149,"Sats westernport Absurd bad service is the first...Absurd Bad service is the first theorem that I choose to start this review withThe evening to Wednesday I'll be met someone who doesn't say hello orler have a good day, she's busy talking to her colleague. seems so bad style and not least incredibly bad service.",344f1158-Bogdan.csv,-1.0,,-1.0,,,sats wester,Bogdan,Sats vesterport Absurd dårlig service er den første…,1.0,sats we,164.0
