enterprise,author,rating,review,platform
PureGym,Anita  Sørensen,5,Masser af plads og mange maskiner man kan benytte. Super sød personale.,Trustpilot
PureGym,Thomas Rindom,4,"Det er enkelt og ligetil at bruge Puregym på Emdrumvej. Der er hvad der skal være hvis man ikke kræver holdtræning. Har man sin egen plan med øvelser, er stedet fint til en go pris.",Trustpilot
PureGym,Brian,3,Det er på det sidste blevet en forringet oplevelse at træne i Pure Gym. Renøring og veligeholdese af maskiner er kraftig faldet samt køb af diverse suplimenter er sparet væk,Trustpilot
PureGym,Frank møller,5,"Hyggeligt, pænt rent , lyse lokaler",Trustpilot
PureGym,A. H. Johansen,5,"En meget seriøs og proff. medarbejder, som instruerede netop maskinerne som ville være gode for mig. Behagelig atmosfære ....",Trustpilot
PureGym,Arne Ziebell Olsen,5,"Dette gælder KUN for Gentofte/Lyngbyvej og Oslo Plads. Gode funktions-rigtige maskiner. Dejlige holdsale med et ORDENTLIGT gulv, som ikke belaster leddene og sener, OG den rigtige belysning, ALTID rent - over det hele, og et altid venligt og imødekommende personale  :-)",Trustpilot
PureGym,Annemette,3,Gode hold og instruktører. Slidte maskiner og rigtig dårlig rengøring.,Trustpilot
PureGym,kunde Søren Jørgensen,3,"Veludstyret center, ikke mindst for seniorer. Både materielt og pædagogisk.",Trustpilot
PureGym,Lone,5,Rent og pænt. Gode lyse lokaler. Mange og gode maskiner. Hjælpsomt personale. Dejligt at man kan vælge at træne i flere centre.,Trustpilot
PureGym,Danmark,4,"Hjælpsomhed, renhed og ro",Trustpilot
PureGym,Anette,5,"Stort udvalg af maskiner og holdtræning. Rene centre, rolig og imødekommende stemning. Super serviceminded personale. Professionelle  og motiverende instruktører, med målrettet træning. Det er sjovt at være på hold, det er rart at træde ind af døren, jeg møder altid et smil på læben.",Trustpilot
PureGym,Charlotte Pape,5,Mange forskellige hold - så der er noget for enhver ,Trustpilot
PureGym,Lillian Dalsgaard,5,Dygtige instruktører og dejlige medlemmer på senior holdende. Interessen fra de øvrige deltagere er motiverende for at man møder op.,Trustpilot
PureGym,Jette,3,Jeg syntes der er for lang kø til at komme på Annette Løvgrens hold i Mariendal. I burde lave flere hold med hende. når i åbner for listen så er men nr. 47 ? og der er den 23 oktober ?,Trustpilot
PureGym,kunde,3,Gamle maskiner - tid til upgrades. Mere imødekommende personale kunne ønskes,Trustpilot
PureGym,greta ,4,Hyggelig morgentræning. Det gode hold og den stjernegode træner gør at jeg ser frem til mandag morgen med smil på læben.,Trustpilot
PureGym,josi bjerre,1,Rødovre centrum er faldet drastisk i service og man føler sig ikke særligt velkommen.Cafeområdet er under al kritik der mangler stole/bord og barstolene er sat sammen med tape!!Vand i bruser er næsten ikke eksisterende !Instruktørerne på holdet er super,Trustpilot
PureGym, Torben,4,Næsten alt er perfekt hos PureGym i Sønderborg,Trustpilot
PureGym,Charlotte Pedersen,1,"Fredag den 22/9 betalte jeg med dankort for personlig træning. Beløbet trækkes 2 gange på mit kort. Her idag den 9/10 har jeg stadig ikke modtaget det der er trukket for meget, på trods af at pengene skulle have været her senest idag!I min optik er det bestemt IKKE god kundeservice!SÅ kom nogle at pengene…. MEN der mangler stadig 258kr, JEG SKAL HAVE ALLE RETUR!!!! FEJLEN ER 100% JERES!!!! TAG JER SAMMEN",Trustpilot
PureGym,Michael Sigil,4,Fint sted at træne. Masser af plads fra morgenstunden.,Trustpilot
PureGym,Janni,5,Søde og kompetente medarbejdere både i reception og i holdsalen.,Trustpilot
PureGym,Kunde,5,"Jeg har trænet i 1,5 måned og er super glad for det",Trustpilot
PureGym,Peter Birk,4,Godt og rent træningscenter med imødekommende medarbejdere.Nogle gange er der nogle af romaskinerne der er ude af drift.Der mangler træningsbænke til mave og rygøvelser i liggende tilstand.,Trustpilot
PureGym,weldu tesfamichael,5,"Jeg er glad, hvis jeg træner, og den bot, jeg arbejder i, har ren cool musik, så jeg arbejder, mens jeg har det sjovt",Trustpilot
PureGym,Laura Lacziko,4,"Stemningen er god, og stedet er stort nok og har et godt udvalg af udstyr. Jeg kunne godt tænke mig, hvis der var en regel om at tage udenfor sko ud ved indgangen og også at rense bruserens afløbssystem oftere. Hår bliver tilstoppet deroppe, og det lugter. Det ville også være rart, hvis alle kunne bidrage mere ved for eksempel at lægge vægtene tilbage, hvor de hører hjemme!!!",Trustpilot
PureGym,KELD VOLDER,5,"Et dejligt træningscenter med en god harmoni og plads til alle uanset ambitionsniveau.Der er nye farver overalt og medarbejderne rydder op og gør rent, når der er behov for det.",Trustpilot
PureGym,Dzevdet Kazimi,5,Jeg har trænet minimum 10 år og jeg er så glad,Trustpilot
PureGym,Lena Rachlitz,5,For alle. God stemning og mange muligheder,Trustpilot
PureGym,Toni Jensen,5,Dejligt center og en god atmosfære. Det er let at blive inspireret af andre der træner,Trustpilot
PureGym,Trine Bay,4,"God plads, god stemning og dejligt store omklædningsrum.",Trustpilot
PureGym,Sylvester Kirketerp Kristensen,1,"På trods af et dyrt medlemskab er der ingen service og en masse problmer. Første dag starter ud ned at man skal hente sit kort i receptionen, man kan dog ikke komme til receptionen uden et kort og når man trykker på klokken der der intet. Når man så endelig har sit kort fortsætter problemerne. Kom ned for at træne, checker ind, ser jeg har glemt mik vandflaske, hjem efter den, kommer tilbage og kan ikke komme ind. Der er ingen medarbejdere til at hjælpe, inden kundeservice at ringe til, eller noget som helst. Vil anbefale alle at vælge et andet center end pure gym.",Trustpilot
PureGym,Evelyn R,5,"Hygge, lille træningssted under FW/Puregym ",Trustpilot
PureGym,Stephanie,3,Der burde være noget holdundervisning hvor man lærer hvordan man bruger maskinerne… det er irriterende at man ikke kan lære det inkl i sit medlemskab God service men bedre modtagning af nye ku være Nice.. altså rundvisning på maskinerne osv,Trustpilot
PureGym,Claus Aasholm,5,Godt center hvor almindelige mennesker føler sig velkomne og godt tilpas. Masser af grej og aktiviteter.,Trustpilot
PureGym,Bente,3,Det halter bagefter med at få udskiftet nedslidt udstyr.,Trustpilot
PureGym,Annemette Uhre,5,Super søde og nærværende personale God stemning i centret,Trustpilot
PureGym,Lene Andersen,4,PureGym i Værløse er et godt sted at træne.Især Zumba og ThaiBo er min favorit med en masse dejlige mennesker på holdene.,Trustpilot
PureGym,Mette Damving,5,Venlig og god stemning. når jeg træder ind i PureGym.,Trustpilot
PureGym,Bent Ludvigsen,5,"Gode træningsforhold, stort udvalg af maskiner, flinke personaler og ikke mindst en dygtig og motiverende personlig træner.",Trustpilot
PureGym,Peder Kirkegaard Sørensen,5,"Jeg kan godt lide det afslappende miljø, hvor man også er sin egen ""doktor"" og kan få vejledning når der er behov for det.",Trustpilot
PureGym,Victor Due,3,"Det er fint nok men der er ingen luftcirkulation, så man er helt døende når man træner",Trustpilot
PureGym,Sine,4,God plads. Fin stemning. Imødekommende personale.,Trustpilot
PureGym,Alice Callesen,2,Musik i spinningslokalet er alt for højt. Høj musik er på sigt skadeligt! Sæt lydmåler op som kan give hint om hvor højt der må spilles. Spinning cykler trænger til at blive gjort rene. De er fyldt med svedig salt! Generelt synes jeg det halter med rengøring hele vejen rundt. Ellers er ok center vedr hold.,Trustpilot
PureGym,Maja Kornerup,5,Har altid været super tilfreds med “Pure Gym” i WAVES ,Trustpilot
PureGym,Kirsten,1,"Jeg tog ned og meldte mig ind i centeret og de var super søde og hjælpsomme. De meldte mig ind og gav mig et tilbud som jeg sagde ja til, men de informerede mig ikke om at der så var binding på 6 måneder.Da jeg meldte mig ud ca to uger efter, siden jeg synes der var for lidt maskiner, skrev jeg til kundeservice og forklarede misforståelsen, da det først var der jeg opdagede det. De sagde at det ikke var deres skyld, men mit ansvar, siden det stod på kvitteringen, og de nægtede derfor at hjælpe. Efter en samtale frem og tilbage hvor jeg spurgte dem om vi kunne finde på en løsning, fik jeg uhøflige beskeder tilbage, men til sidst ændrede de opsigelsen.Det her var en super frustrerende oplevelse hvor jeg både følte mig snydt og nedgjort af personalet. Selvom vi fik ændret datoen for opsigelsen, melder jeg mig ikke ind i PureGym igen hvis det er sådan her i løser misforståelser, uanset om jeg også har haft fejl i det eller ej.",Trustpilot
PureGym,Bo Østergaard,5,God stemningSøde medarbejdereRene lokaler,Trustpilot
PureGym,Hans Petersen,4,Gode lokaliteter og lyse rum med mange aktivitetsmuligheder. Imødekommende personale med et højt serviceniveau. Renlige maskiner og lokaliteter og mulighed for en kop kaffe i behagelige stole og sofaer. Dertil lidt morgenbrød om fredagen med et smil på læben.,Trustpilot
PureGym,Karina  ,5,God atmosfære.  Rent og pænt,Trustpilot
PureGym,Sumbal,1,"Jeg i over 2 måneder prøvet at komme i kontakt med en medarbejder der står for firmabetalt aftaler. Siden i er lavet om fra fitnessworld til puregym, er det ikke muligt at forlænge sit abonnent!Jeg kontaktet personale i forskellige centre, puregym kundeservice chat 3 gange, som henviser til firma medlem mailen svarer ikke!!! Nu er mit abonnent stoppet da den ikke er blevet forlænget.",Trustpilot
PureGym,Jakob Kirial,5,Lækkert Center der bare spiller med det dejligste glade personale og Manager Maria! Altid smilende og imødekommende.,Trustpilot
PureGym,Jakob Søndergaard,4,"Puregym er et rigtig godt træningscenter med et stort udvalg af træningsmaskiner mm. Der er gode badeforhold, pænt og rent og et personale - som er venlige og hjælpsomme. Kan klart anbefales at vælge dette center.",Trustpilot
PureGym,Susanne Bentzen,5,"God stemning, godt udstyr",Trustpilot
PureGym,Rikke Olsen,1,"Jeg er glad for at træne i min lokale pure gym, men jeg må indrømme at rengøring indsatsen er faldet gevaldigt...der er møg og fnuller alle steder, ikke så meget i omklædningen, men ellers alle andre steder...der slemmeste jeg har set, er dags dato.. overvejer kraftigt at skifte til et andet center.",Trustpilot
PureGym,Gitte Frikke,5,"Rent, pænt og gode maskiner.Godt indeklima. Er meget glad for at træne der.",Trustpilot
PureGym,Maja,3,"Savner der bliver brugt mere energi på at forbedre holdinstruktørene og udstyret i stedet for at bruge penge på at male vægge og sætte så dårlige forhold for instruktørerne, at de vælger at skifte firma..",Trustpilot
PureGym,Jacob Michaelsen,4,Puregym i Kokkedal er et alsidigt og godt træningscenter som opfylder mit træningsbehov.,Trustpilot
PureGym,Oliverrp,5,Udstyret var fedt. God stemning. Imødekommende menneskerSuper venlige ansatte. Bare mega hyggeligt.,Trustpilot
PureGym,Martin L,5,Altid rart center at træne i.,Trustpilot
PureGym,Christine ,5,"Det er altid en god oplevelse, at komme i centeret - smilende og søde ansatte. En hyggelig og rar stemning overalt. Alle er imødekommende, og man er bare en del af fællesskabet fra dag et. Der er så mange fede hold på holdplanen at det kan være svært at vælge ️",Trustpilot
PureGym,Jonas Vesth,1,"Jeg prøvede at oprette et medlemskab i et plus medlemskab, da man sparede 30% de næste 6 måneder hvis man var studerende. Efter jeg aktiverede denne rabat på hjemmesiden blev den dog ikke aktiveret da jeg skulle betale da en anden kampagne (som var dyrere) åbenbart overlappede studie rabatten.Så tog jeg ned i et af jeres centre, og prøvede at oprette mig der, men der lykkedes det heller ikke at få mig oprettet med de 30% studierabat, på trods af den ansatte ringede til hendes chef. Her gjorde hun dog et godt forsøg.Så blev det desværre weekend og jeg kunne derfor ikke kontakte kundeservice før efter weekenden. I mellem tiden er kampagnen åbenbart slut. Jeg får skrevet til chatten i dag og møder den mest inkompetente ungarbejder som efter jeg har forklaret min situation, skriver ""Vi har desværre ikke rabatten længere"" Der er absolut ingen hjælp at hente hos Oliver, fra kundeservice..",Trustpilot
PureGym,kunde,5,"Jeg har kommet igennem flere år og der er en venlig betjening, samt gode instruktører.",Trustpilot
PureGym,Bodil,3,Ok center. ,Trustpilot
PureGym,Viggo,5,Har trænet i FW i mange år og er glad for det. Fantastisk personale i Æbeløgade.,Trustpilot
PureGym,Stig Bertelsen,5,Holte pure gym ....Lækkert center,Trustpilot
PureGym,Hans Haid,5,"venlig, rent, gode hold og maskiner",Trustpilot
PureGym,Mikkel ,3,Okay pris. Ikke stort nok udvalg af maskiner i mit center. Der går flere uger før defekte maskiner repareres.,Trustpilot
PureGym,Peter Olsen,5,Det er hyggeligt at träne sammen med mogen andre,Trustpilot
PureGym,claus andreasen,3,"Udstyret er nedslidt mange centre , noget er direkt farligt . Der burde virkeligt investeret i nyt udstyr , hilsen medlem siden 2011",Trustpilot
PureGym,Dorit Ibsen,4,Rigtigt godt og inspirerende holdtræning. Der mangler dog holdtræninger i alle centre.,Trustpilot
PureGym,Consumer,5,En fornøjelse rent og pænt over det hele.,Trustpilot
PureGym,Susanne Henningsen,5,Venlig og glad betjening.der er rent og pænt ..også i krogene,Trustpilot
PureGym,Hanne Bruun Blaabjerg,5,"Hyggeligt sted, god atmosfære, plads til alle, de personlige trænere er dygtige giver en masse fra sig..Det er et rart sted at træne",Trustpilot
PureGym,Serguei Chiriaev,5,Veludstyret center med meget venlige personlige,Trustpilot
PureGym,Kim Thor Bakkendorf,2,"Det er endnu ikke lykkedes, at fjerne de blæsere, som giver falsk nedkøling og derved utilsigtede skader. Der er gjort opmærksom på dette problem flere gange, både lokalt og medlemsservice. Intet er sket.Derudover, er mange slidflader slidte og bør forlængst være udskiftet.",Trustpilot
PureGym,stina just,5,"Gode maskiner, der er en god stemning i centeret, meget flinkt personale",Trustpilot
PureGym,HelleB-W,4,Mangler stram op hold i Friheden og Biblioteksvej,Trustpilot
PureGym,Thomas Kirkegaard,5,"Gode træningsforhold, rent og pænt, velholdt, gode instruktører",Trustpilot
PureGym,Henrik Brendstrup,5,"Virkelig et godt center, der forstår at god stemning og et godt forhold til kunderne, er lige så vigtigt som udstyret. Jeg er meget tilfreds.",Trustpilot
